#time	ekin		epot		etot		chain_length	emp
21.5	6.529540	4.681449	11.210990	2.503874	4.209377
21.6	8.118495	3.092484	11.210979	2.506247	5.233723
21.7	9.335902	1.875068	11.210969	2.514664	6.018545
21.8	8.818578	2.392394	11.210972	2.530453	5.685043
21.9	6.922048	4.288936	11.210984	2.554578	4.462414
22	5.380605	5.830389	11.210993	2.586454	3.468697
22.1	5.547386	5.663606	11.210992	2.624352	3.576215
22.2	7.273012	3.937971	11.210983	2.666652	4.688669
22.3	9.236591	1.974383	11.210974	2.712643	5.954522
22.4	9.985624	1.225347	11.210971	2.762288	6.437399
22.5	9.021728	2.189249	11.210977	2.815341	5.816007
22.6	7.187438	4.023549	11.210987	2.870638	4.633502
22.7	5.882499	5.328493	11.210992	2.926062	3.792251
22.8	5.917839	5.293151	11.210991	2.979154	3.815034
22.9	7.094308	4.116677	11.210985	3.028078	4.573464
23	8.555587	2.655392	11.210979	3.072450	5.515502
23.1	9.404715	1.806262	11.210976	3.113546	6.062906
23.2	9.243214	1.967765	11.210979	3.153776	5.958792
23.3	8.402413	2.808571	11.210984	3.195960	5.416756
23.4	7.649069	3.561919	11.210988	3.243040	4.931100
23.5	7.526782	3.684205	11.210987	3.298127	4.852266
23.6	7.959409	3.251575	11.210984	3.364117	5.131166
23.7	8.484391	2.726590	11.210981	3.442641	5.469604
23.8	8.746946	2.464035	11.210981	3.533216	5.638864
23.9	8.699929	2.511053	11.210982	3.633573	5.608554
24	8.452693	2.758290	11.210983	3.741045	5.449170
24.1	8.100905	3.110078	11.210983	3.853834	5.222384
24.2	7.730253	3.480731	11.210984	3.971172	4.983437
24.3	7.456706	3.754278	11.210984	4.092330	4.807090
24.4	7.342128	3.868856	11.210983	4.215173	4.733225
24.5	7.288165	3.922817	11.210982	4.335196	4.698437
24.6	7.131621	4.079360	11.210981	4.445721	4.597519
24.7	6.924337	4.286646	11.210984	4.539581	4.463889
24.8	6.999109	4.211877	11.210986	4.611873	4.512092
24.9	7.585658	3.625326	11.210984	4.662454	4.890221
25	8.391316	2.819663	11.210980	4.696548	5.409602
25.1	8.724825	2.486152	11.210977	4.722956	5.624604
25.2	8.143682	3.067297	11.210980	4.751138	5.249960
25.3	6.988522	4.222464	11.210986	4.788974	4.505267
25.4	6.210939	5.000052	11.210991	4.842069	4.003985
25.5	6.572606	4.638384	11.210990	4.914017	4.237140
25.6	7.952591	3.258392	11.210984	5.006353	5.126770
25.7	9.414029	1.796948	11.210977	5.117612	6.068910
25.8	9.963301	1.247674	11.210975	5.242207	6.423008
25.9	9.337414	1.873565	11.210979	5.370448	6.019520
26	8.152916	3.058069	11.210985	5.490492	5.255913
26.1	7.327647	3.883342	11.210989	5.591726	4.723890
26.2	7.354787	3.856200	11.210988	5.668128	4.741386
26.3	8.053159	3.157825	11.210984	5.720145	5.191603
26.4	8.843323	2.367658	11.210981	5.754379	5.700995
26.5	9.181731	2.029249	11.210979	5.781334	5.919156
26.6	8.887622	2.323359	11.210981	5.812318	5.729554
26.7	8.270116	2.940869	11.210985	5.856654	5.331468
26.8	7.897435	3.313552	11.210987	5.919775	5.091213
26.9	8.059733	3.151252	11.210985	6.002323	5.195841
27	8.499310	2.711672	11.210982	6.100354	5.479222
27.1	8.780204	2.430777	11.210981	6.206559	5.660305
27.2	8.797222	2.413761	11.210983	6.311962	5.671276
27.3	8.772329	2.438656	11.210985	6.407556	5.655228
27.4	8.858403	2.352581	11.210984	6.485538	5.710717
27.5	8.971500	2.239483	11.210983	6.540191	5.783627
27.6	8.983807	2.227176	11.210983	6.568564	5.791561
27.7	8.852304	2.358679	11.210983	6.571018	5.706785
27.8	8.580063	2.630920	11.210984	6.551485	5.531281
27.9	8.264304	2.946681	11.210985	6.517152	5.327721
28	8.115410	3.095575	11.210985	6.477494	5.231735
28.1	8.251010	2.959974	11.210984	6.442708	5.319151
28.2	8.529266	2.681716	11.210982	6.421717	5.498534
28.3	8.675295	2.535686	11.210981	6.420016	5.592674
28.4	8.581411	2.629572	11.210983	6.437940	5.532150
28.5	8.444442	2.766543	11.210985	6.469943	5.443850
28.6	8.516044	2.694941	11.210985	6.505188	5.490010
28.7	8.726662	2.484320	11.210982	6.529317	5.625788
28.8	8.745482	2.465500	11.210981	6.527204	5.637921
28.9	8.439900	2.771083	11.210983	6.486380	5.440922
29	8.081858	3.129127	11.210986	6.400463	5.210105
29.1	8.015514	3.195471	11.210985	6.271552	5.167335
29.2	8.200706	3.010275	11.210981	6.110532	5.286722
29.3	8.182387	3.028591	11.210978	5.934825	5.274912
29.4	7.564916	3.646064	11.210979	5.764146	4.876849
29.5	6.571010	4.639975	11.210986	5.615904	4.236111
29.6	6.070320	5.140672	11.210991	5.502091	3.913333
29.7	6.822844	4.388145	11.210990	5.428170	4.398460
29.8	8.571349	2.639632	11.210981	5.392624	5.525663
29.9	10.043698	1.167275	11.210973	5.386183	6.474837
30	10.037562	1.173411	11.210973	5.391834	6.470882
30.1	8.546329	2.664653	11.210982	5.387259	5.509534
30.2	6.837279	4.373713	11.210993	5.349879	4.407766
30.3	6.396644	4.814351	11.210995	5.263030	4.123703
30.4	7.651677	3.559310	11.210987	5.121034	4.932781
30.5	9.519676	1.691299	11.210975	4.931228	6.137018
30.6	10.234350	0.976618	11.210968	4.711968	6.597744
30.7	8.956453	2.254521	11.210974	4.486980	5.773927
30.8	6.663839	4.547149	11.210987	4.278035	4.295955
30.9	5.243347	5.967647	11.210994	4.099173	3.380211
31	5.681363	5.529626	11.210989	3.955407	3.662586
31.1	7.285440	3.925540	11.210980	3.845965	4.696680
31.2	8.627859	2.583116	11.210975	3.768282	5.562093
31.3	8.979317	2.231661	11.210978	3.718519	5.788666
31.4	8.668687	2.542295	11.210982	3.688923	5.588414
